,index,title,author,year,title_authors
643,643,Emerging Spatial Information Systems and Applications,Brian N. Hilton,2007,Emerging Spatial Information Systems and ApplicationsBrian N. Hilton
644,644,CASPAR: a hierarchical Bayesian approach to predict survival times in cancer from gene expression data,,2007,
645,645,SAS/ACCESS 9.1 Interface To CA-Datacom/DB: Reference,,2004,
646,646,Soft Computing: Methodologies and Applications (Advances in Soft Computing) (Advances in Soft Computing),"Frank Hoffmann,Mario Köppen,Frank Klawonn,Rajkumar Roy",2005,"Soft Computing: Methodologies and Applications (Advances in Soft Computing) (Advances in Soft Computing)Frank Hoffmann,Mario Köppen,Frank Klawonn,Rajkumar Roy"
647,647,ExamInsight For MCP/MCSE 70-290 Certification: Managing and Maintaining a Microsoft Windows Server 2003 Environment,Jada Brock-Soldavini,2004,ExamInsight For MCP/MCSE 70-290 Certification: Managing and Maintaining a Microsoft Windows Server 2003 EnvironmentJada Brock-Soldavini
648,648,Unix for Dummies,,2004,
649,649,British Computer Society Unit E,"Denise O'Connor,John Brennan",2004,"British Computer Society Unit EDenise O'Connor,John Brennan"
650,650,Study of domestic refining: petrochemical industry energy feedstock interactions,John S. Bonner,1977,Study of domestic refining: petrochemical industry energy feedstock interactionsJohn S. Bonner
651,651,Directory of Law-Related Cd-Roms 1998,Arlene L. Eis,1998,Directory of Law-Related Cd-Roms 1998Arlene L. Eis
652,652,Abstracts from math programming symposium,Michael Grigoriadis,1974,Abstracts from math programming symposiumMichael Grigoriadis
653,653,A simulation-based approach to trade-off analysis of port security,"Junko Sekine,Enrique Campos-Náñnez,John R. Harrald,Hernán Abeledo",2006,"A simulation-based approach to trade-off analysis of port securityJunko Sekine,Enrique Campos-Náñnez,John R. Harrald,Hernán Abeledo"
654,654,Color Desktop Printer Technology (Optical Engineering),"Noboru Ohta,Mitchell Rosen",2006,"Color Desktop Printer Technology (Optical Engineering)Noboru Ohta,Mitchell Rosen"
655,655,"Computational Linguistics and Intelligent Text Processing: 7th International Conference, CICLing 2006, Mexico City, Mexico, February 19-25, 2006, Proceedings (Lecture Notes in Computer Science)",Alexander Gelbukh,2006,"Computational Linguistics and Intelligent Text Processing: 7th International Conference, CICLing 2006, Mexico City, Mexico, February 19-25, 2006, Proceedings (Lecture Notes in Computer Science)Alexander Gelbukh"
656,656,CD-ROM Finder,James Shelton,1993,CD-ROM FinderJames Shelton
657,657,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005 (Prima Official Game Guide),Kenneth Miller,2005,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005 (Prima Official Game Guide)Kenneth Miller
658,658,Presenting Keynote: The Insider's Guide to Creating Great Presentations,Erik Holsinger,2003,Presenting Keynote: The Insider's Guide to Creating Great PresentationsErik Holsinger
659,659,Gaining insight into unfamiliar contexts: A design toolbox as input for using role-play techniques,"J. Rodríguez,J. C. Diehl,H. Christiaans",2006,"Gaining insight into unfamiliar contexts: A design toolbox as input for using role-play techniquesJ. Rodríguez,J. C. Diehl,H. Christiaans"
660,660,The Unauthorized Halo 2 Battle Guide: Advanced Combat Techniques (Premier Press Game Development (Paperback)),Stephen Cawood,2004,The Unauthorized Halo 2 Battle Guide: Advanced Combat Techniques (Premier Press Game Development (Paperback))Stephen Cawood
661,661,Herramientas Informaticas Para Psicologos,Horacio Gaito,2005,Herramientas Informaticas Para PsicologosHoracio Gaito
662,662,Working Among Programmers: A Field Guide to the Software World,Bruce Taylor,2006,Working Among Programmers: A Field Guide to the Software WorldBruce Taylor
663,663,Apple Final Cut Pro 4 (Español) VTC Training CD,Nathan Haggard,2006,Apple Final Cut Pro 4 (Español) VTC Training CDNathan Haggard
664,664,Unsupervised and supervised machine learning in user modeling for intelligent learning environments,"Saleema Amershi,Cristina Conati",2007,"Unsupervised and supervised machine learning in user modeling for intelligent learning environmentsSaleema Amershi,Cristina Conati"
665,665,Mystery Fossil: A Physical Anthropology Laboratory Exercise for the Macintosh,John T. Omohundro,1993,Mystery Fossil: A Physical Anthropology Laboratory Exercise for the MacintoshJohn T. Omohundro
666,666,Autocad 2007 Tutor for Engineering Graphics,Alan J. Kalameja,2006,Autocad 2007 Tutor for Engineering GraphicsAlan J. Kalameja
667,667,DB2 9 for Developers,Philip K. Gunning,2007,DB2 9 for DevelopersPhilip K. Gunning
668,668,E-Learning Games: Interactive Strategies for Digital Delivery (Neteffect Series),Kathleen M. Iverson,2004,E-Learning Games: Interactive Strategies for Digital Delivery (Neteffect Series)Kathleen M. Iverson
669,669,"Internet Medical Guidebook & CD, Sixth Edition","Colleen Lindell,K. Chew,William R. Hersh",2004,"Internet Medical Guidebook & CD, Sixth EditionColleen Lindell,K. Chew,William R. Hersh"
670,670,Developing More-Secure Microsoft ASP.NET 2.0 Applications (Pro Developer),Dominick Baier,2006,Developing More-Secure Microsoft ASP.NET 2.0 Applications (Pro Developer)Dominick Baier
671,671,"Mathematical Knowledge Management: 5th International Conference, MKM 2006, Wokingham, UK, August 11-12, 2006, Proceedings (Lecture Notes in Computer Science)","Jonathan M. Borwein,William M. Farmer",2006,"Mathematical Knowledge Management: 5th International Conference, MKM 2006, Wokingham, UK, August 11-12, 2006, Proceedings (Lecture Notes in Computer Science)Jonathan M. Borwein,William M. Farmer"
672,672,Animacion Con 3ds Max (Diseno Y Creatividad),,2006,
673,673,Introduction to Microsoft Works/MacIntosh Version,Martha Krieg,1990,Introduction to Microsoft Works/MacIntosh VersionMartha Krieg
674,674,Essential Digital Manipulation Manual for Photographers,Mike Crawford,2006,Essential Digital Manipulation Manual for PhotographersMike Crawford
675,675,Understanding and Using Linear Programming (Universitext),"Jirí Matouek,Bernd Gärtner",2006,"Understanding and Using Linear Programming (Universitext)Jirí Matouek,Bernd Gärtner"
676,676,Java for Bioinformatics and Biomedical Applications,"Harshawardhan Bal,Johnny Hujol",2006,"Java for Bioinformatics and Biomedical ApplicationsHarshawardhan Bal,Johnny Hujol"
677,677,LB Brief (3rd Edition),Jane E. Aaron,2007,LB Brief (3rd Edition)Jane E. Aaron
678,678,GO! with MicrosoftOffice Word 2003- Comprehensive (Go! with Microsoft Office),"Shelley Gaskin,Sally Preston,John Preston,Robert Ferrett",2004,"GO! with MicrosoftOffice Word 2003- Comprehensive (Go! with Microsoft Office)Shelley Gaskin,Sally Preston,John Preston,Robert Ferrett"
679,679,Expert Visual C++/CLI (Expert),Marcus Heege,2007,Expert Visual C++/CLI (Expert)Marcus Heege
680,680,Geometrical strengthening and tip-sharpening of a microneedle array fabricated by X-ray lithography,"Sommawan Khumpuang,Mitsuhiro Horade,Kazuya Fujioka,Susumu Sugiyama",2006,"Geometrical strengthening and tip-sharpening of a microneedle array fabricated by X-ray lithographySommawan Khumpuang,Mitsuhiro Horade,Kazuya Fujioka,Susumu Sugiyama"
681,681,High-capacity image hiding scheme based on vector quantization,Yu-Chen Hu,2006,High-capacity image hiding scheme based on vector quantizationYu-Chen Hu
682,682,Microsoft Windows SharePoint Services Inside Out,Jim Buyens,2005,Microsoft Windows SharePoint Services Inside OutJim Buyens
683,683,Programming Visual Basic 2005,Jesse Liberty,2005,Programming Visual Basic 2005Jesse Liberty
684,684,Achieving ISO/IEC 20000 - Why People Matter,"Jenny Dugmore,Shirley Lacy",2006,"Achieving ISO/IEC 20000 - Why People MatterJenny Dugmore,Shirley Lacy"
685,685,"Systems Biology and Regulatory Genomics: Joint Annual RECOMB 2005 Satellite Workshops on Systems Biology and on Regulatory Genomics, San Diego, CA, USA, ... Papers (Lecture Notes in Computer Science)","Eleazar Eskin,Trey Ideker,Ben Raphael,Christopher Workman",2007,"Systems Biology and Regulatory Genomics: Joint Annual RECOMB 2005 Satellite Workshops on Systems Biology and on Regulatory Genomics, San Diego, CA, USA, ... Papers (Lecture Notes in Computer Science)Eleazar Eskin,Trey Ideker,Ben Raphael,Christopher Workman"
686,686,"A 1000-word vocabulary, speaker-independent, continuous live-mode speech recognizer implemented in a single FPGA","Edward C. Lin,Kai Yu,Rob A. Rutenbar,Tsuhan Chen",2007,"A 1000-word vocabulary, speaker-independent, continuous live-mode speech recognizer implemented in a single FPGAEdward C. Lin,Kai Yu,Rob A. Rutenbar,Tsuhan Chen"
687,687,Flash Mx. Animacion (Diseno Y Creatividad),Sandro Corsaro,2005,Flash Mx. Animacion (Diseno Y Creatividad)Sandro Corsaro
688,688,Googleonomics,Nate Perkins,2006,GoogleonomicsNate Perkins
689,689,"Secret Codes, 2006 (Volume 1)",,2006,
690,690,Unix Fur Dummies,"John R. Levine,Margaret Levine Young,Harald H.-J. Bongartz,Karin Diler-Manning",2006,"Unix Fur DummiesJohn R. Levine,Margaret Levine Young,Harald H.-J. Bongartz,Karin Diler-Manning"
691,691,QuarkXPress to InDesign: Face to Face,Galen Gruman,2005,QuarkXPress to InDesign: Face to FaceGalen Gruman
692,692,Successful ICT Projects in FrontPage 2000 (Successful ICT Projects),Robert Samuel Heathcote,2005,Successful ICT Projects in FrontPage 2000 (Successful ICT Projects)Robert Samuel Heathcote
693,693,Puzzles for Programmers and Pros,Dennis Shasha,2007,Puzzles for Programmers and ProsDennis Shasha
694,694,Notes from recent meetings: a review of the SIGPLAN/SIGMICRO interface meeting,Stanley Habib,1973,Notes from recent meetings: a review of the SIGPLAN/SIGMICRO interface meetingStanley Habib
695,695,Modeling contention of sparse-matrix-vector multiplication (SMV) in three parallel programming paradigms,"Ahmed Sameh,Tarek El-Ghazawi,Yesha Yacoov",2007,"Modeling contention of sparse-matrix-vector multiplication (SMV) in three parallel programming paradigmsAhmed Sameh,Tarek El-Ghazawi,Yesha Yacoov"
696,696,AUTOCAD 2007,George Omura,2006,AUTOCAD 2007George Omura
697,697,Composing with MacWrite,Margaret Morrison,1989,Composing with MacWriteMargaret Morrison
698,698,"Linux Bible, 2005 Edition",Christopher Negus,2005,"Linux Bible, 2005 EditionChristopher Negus"
699,699,Interactive Science Encyclopedia CD-ROM Lab Packs: Macintosh with Book(s) (Science Encyclopedia CD-ROM),,2000,
700,700,Antarctica (Continents),Leila Merrell Foster,2006,Antarctica (Continents)Leila Merrell Foster
701,701,Novell Identity Manager Administrator's Handbook,"Steve Weitzell,Richard Matheson,Perry Nuffer,Lee Lowry,Volker Scheuber",2006,"Novell Identity Manager Administrator's HandbookSteve Weitzell,Richard Matheson,Perry Nuffer,Lee Lowry,Volker Scheuber"
702,702,The MacIntosh Bible Super Combo/2 Books and 2 Software Disks,Arthur Naiman,1992,The MacIntosh Bible Super Combo/2 Books and 2 Software DisksArthur Naiman
703,703,C# Programming,G Khadanga,2004,C# ProgrammingG Khadanga
704,704,An extended minimax disparity to determine the OWA operator weights,"Gholam R. Amin,Ali Emrouznejad",2006,"An extended minimax disparity to determine the OWA operator weightsGholam R. Amin,Ali Emrouznejad"
705,705,Moderne Prozessorarchitekturen: Prinzipien und ihre Realisierungen,Matthias Menge,2007,Moderne Prozessorarchitekturen: Prinzipien und ihre RealisierungenMatthias Menge
706,706,A Primer of Textual Geometry,Vinton A. Dearing,2006,A Primer of Textual GeometryVinton A. Dearing
707,707,Inventory Optimization with SAP,Marc Hoppe,2006,Inventory Optimization with SAPMarc Hoppe
708,708,Mechwarrior Domination Booster Pack (Battle Tech/Mech Warrior),,2006,
709,709,Community Visions: Macintosh,,1998,
710,710,Emotion representation and physiology assignments in digital systems,"Christian Peter,Antje Herbon",2006,"Emotion representation and physiology assignments in digital systemsChristian Peter,Antje Herbon"
711,711,Clustered multicarrier systems for very wideband wireless communications -- Dissertation,Mani Kishore Vajipeyajula,2006,Clustered multicarrier systems for very wideband wireless communications -- DissertationMani Kishore Vajipeyajula
712,712,iPod and iTunes QuickSteps (Quicksteps),"Eliot Van Buskirk,John Alderman",2005,"iPod and iTunes QuickSteps (Quicksteps)Eliot Van Buskirk,John Alderman"
713,713,Diplomacy: Prima's Official Strategy Guide,"Michael Knight,Rex Martin",1999,"Diplomacy: Prima's Official Strategy GuideMichael Knight,Rex Martin"
714,714,The Comphrensive NCLEX-PN Review(Book w/CD-ROM),Patricia A. Hoefler,1998,The Comphrensive NCLEX-PN Review(Book w/CD-ROM)Patricia A. Hoefler
715,715,On transforming statistical models for non-frontal face verification,"Conrad Sanderson,Samy Bengio,Yongsheng Gao",2006,"On transforming statistical models for non-frontal face verificationConrad Sanderson,Samy Bengio,Yongsheng Gao"
716,716,Practical Data Migration,John Morris,2006,Practical Data MigrationJohn Morris
717,717,"Wireless Algorithms, Systems, and Applications: First International Conference, WASA 2006, Xi'an, China, August 15-17, 2006, Proceedings (Lecture Notes in Computer Science)","Xiuzhen Cheng,Wei Li,Taieb Znati",2007,"Wireless Algorithms, Systems, and Applications: First International Conference, WASA 2006, Xi'an, China, August 15-17, 2006, Proceedings (Lecture Notes in Computer Science)Xiuzhen Cheng,Wei Li,Taieb Znati"
718,718,"Professional Ajax, 2nd Edition","Nicholas C. Zakas,Jeremy McPeak,Joe Fawcett",2007,"Professional Ajax, 2nd EditionNicholas C. Zakas,Jeremy McPeak,Joe Fawcett"
719,719,Crimson Tears(tm) Official Strategy Guide,Laura Parkinson,2004,Crimson Tears(tm) Official Strategy GuideLaura Parkinson
720,720,Spyware Essentials,,2005,
721,721,Microsoft Windows Communication Foundation: Hands-on,"Craig McMurtry,Marc Mercuri,Nigel Watling",2006,"Microsoft Windows Communication Foundation: Hands-onCraig McMurtry,Marc Mercuri,Nigel Watling"
722,722,Illustrator 5.5 Training (Training on CD),,1996,
723,723,Colette Urban: Recalling Belvedere,"R. Bean,C. O'Neill",2006,"Colette Urban: Recalling BelvedereR. Bean,C. O'Neill"
724,724,CompTIA A+ Complete Fast Pass,Emmett Dulaney,2006,CompTIA A+ Complete Fast PassEmmett Dulaney
725,725,Database Support for Data Mining Applications: Discovering Knowledge with Inductive Queries (Lecture Notes in Computer Science),"Rosa Meo,Pier L. Lanzi,Mika Klemettinen",2004,"Database Support for Data Mining Applications: Discovering Knowledge with Inductive Queries (Lecture Notes in Computer Science)Rosa Meo,Pier L. Lanzi,Mika Klemettinen"
726,726,Running QuickBooks 2007 Premier Editions: The Only Comprehensive Guide to the Premier Editions,Kathy Ivens,2006,Running QuickBooks 2007 Premier Editions: The Only Comprehensive Guide to the Premier EditionsKathy Ivens
727,727,"Self-Managed Networks, Systems, and Services: Second IEEE International Workshops, SelfMan 2006, Dublin, Ireland, June 16, 2006, Proceedings (Lecture Notes in Computer Science)","Alexander Keller,Jean-Philippe Martin-Flatin",2006,"Self-Managed Networks, Systems, and Services: Second IEEE International Workshops, SelfMan 2006, Dublin, Ireland, June 16, 2006, Proceedings (Lecture Notes in Computer Science)Alexander Keller,Jean-Philippe Martin-Flatin"
728,728,KeyX: Selective Key-Oriented Indexing in Native XML-Databases: Volume 93 Dissertations in Database and Information Systems - Infix,Beda Christoph Hammerschmidt,2006,KeyX: Selective Key-Oriented Indexing in Native XML-Databases: Volume 93 Dissertations in Database and Information Systems - InfixBeda Christoph Hammerschmidt
729,729,Artificial Intelligence Applications and Innovations II: Second IFIP TC12 and WG12.5 Conference on Artificial Intelligence Applications and Innovations ... Federation for Information Processing),"Daoliang Li,Baoji Wang",2005,"Artificial Intelligence Applications and Innovations II: Second IFIP TC12 and WG12.5 Conference on Artificial Intelligence Applications and Innovations ... Federation for Information Processing)Daoliang Li,Baoji Wang"
730,730,All You Need to Know About Music & the Internet Revolution,Conrad Mewton,2005,All You Need to Know About Music & the Internet RevolutionConrad Mewton
731,731,Web Site Cookbook (Cookbooks (O'Reilly)),Doug Addison,2006,Web Site Cookbook (Cookbooks (O'Reilly))Doug Addison
